Date,Username,Content,Mentions
"2022-12-16,20:29:54",~~Wild~~,,
"2022-12-16,20:29:50",~~Wild~~,,
"2022-12-16,20:22:16",aamindehkordi,What the fuck,
"2022-12-16,20:21:24",KFC,"argentina vs france Paralympic ultimate frisbee. I was in a wheelchair. For some reason I was purposely targeting the other players in wheelchairs.  Even my dad sent me a text saying ""You're making it too obvious"". I came back in standing up after halftime.",
"2022-12-16,20:18:50",KFC,just had a crazy ass dream,
"2022-12-16,16:30:44",Hat Tipper Lady Acquirer,About what,
"2022-12-16,16:29:43",Hat Tipper Lady Acquirer,Wym,
"2022-12-16,16:18:38",KFC,burtis sent an email,
"2022-12-16,15:28:19",Hat Tipper Lady Acquirer,Sheesh,
"2022-12-16,15:28:07",KFC,60/100 for gpg,
"2022-12-16,15:17:33",KFC,Also tf he mean send u assignment 22. That was part of the team project lmao,Hat Tipper Lady Acquirer#1904
"2022-12-16,14:48:03",KFC,Bruh I really lost all data on my laptop. Cringe af,
"2022-12-16,14:44:35",Hat Tipper Lady Acquirer,Here,
"2022-12-16,13:42:15",big papa,We picking up chickfila may be a lil late,
"2022-12-16,12:43:45",~~Wild~~,https://cdn.discordapp.com/attachments/1031718552127950868/1052933556759953490/poo.mp4,
"2022-12-16,12:42:36",aamindehkordi,Ok I’m showering now,
"2022-12-16,12:27:45",~~Wild~~,Ok,
"2022-12-16,12:26:42",aamindehkordi,"I’ve been prescribed two new pills and supposedly I cannot drive on them, is Robby going? If so can u pick me up bb",
"2022-12-16,12:06:32",jettaquino,We’ll be back at my house around 1:30,
"2022-12-16,12:01:24",aamindehkordi,L bozoington,
"2022-12-16,11:52:31",KFC,actually rip bozo,
"2022-12-16,11:52:13",Hat Tipper Lady Acquirer,Has to be the biggest rip bozo I’ve ever seen,
"2022-12-16,11:48:43",aamindehkordi,W bet,
"2022-12-16,11:29:36",jettaquino,Come help make necklaces,
"2022-12-16,11:29:31",Hat Tipper Lady Acquirer,Me,
"2022-12-16,11:29:30",jettaquino,We’re gonna get snacks,
"2022-12-16,11:29:23",jettaquino,Who’s coming today,
"2022-12-16,00:12:09",aamindehkordi,Absolute W,KFC#2019
"2022-12-16,00:12:02",aamindehkordi,Sounds gucciiii,
"2022-12-15,23:45:05",big papa,His fam coming that night so prob can’t stay all night but def for a bit if u guys wanna !,
"2022-12-15,23:44:48",big papa,Just for a bit,
"2022-12-15,23:44:45",big papa,For tomo !,
"2022-12-15,23:44:38",big papa,We are meeting at Jett’s around 1:30pm,aamindehkordi#1473
"2022-12-15,22:52:24",Hat Tipper Lady Acquirer,Sheesh,
"2022-12-15,21:57:39",aamindehkordi,I will not be able to come on Saturday cuz of work but I am free tomorrow,
"2022-12-15,20:47:24",big papa,Come help 🤭,
"2022-12-15,20:47:17",big papa,<@246124303643312138>,~~Wild~~#5104
"2022-12-15,20:47:12",big papa,I’m gonna go to Jett’s and make necklaces,
"2022-12-15,20:47:04",big papa,Around lunch?,
"2022-12-15,20:44:24",~~Wild~~,Yeah when,
"2022-12-15,20:14:35",big papa,🙆🏻‍♀️,
"2022-12-15,20:14:21",big papa,Anyone free tomo,
"2022-12-15,20:14:17",big papa,<@853858084866621480> <@657834634205200395> <@573586960938172466> <@246124303643312138> <@429701532309520404>,IsaacM#8081、~~Wild~~#5104、aamindehkordi#1473、Hat Tipper Lady Acquirer#1904、KFC#2019
"2022-12-15,19:44:56",big papa,Don’t have to I’m just askingggg,
"2022-12-15,19:44:51",big papa,<@853858084866621480> <@657834634205200395> r u guys gonna come to the flea market Saturday?,IsaacM#8081、aamindehkordi#1473
"2022-12-15,14:45:43",big papa,I actually like it,
"2022-12-15,14:45:38",big papa,Has anyone watched lookism,
"2022-12-15,09:18:22",aamindehkordi,Don’t act like u didn’t punk them bro,Hat Tipper Lady Acquirer#1904
"2022-12-15,09:17:39",aamindehkordi,I’ve been saying this for a long time,big papa#5892
"2022-12-15,06:53:17",~~Wild~~,https://media.discordapp.net/attachments/247553404161753089/1052878519258071072/unknown.png,
"2022-12-14,22:24:49",KFC,Honestly the playing in it is pretty good. But the characters are gay or something so i never watched it,
"2022-12-14,22:11:47",~~Wild~~,kyle and I played a song from that anime in orchestra,
"2022-12-14,22:11:36",Hat Tipper Lady Acquirer,Lmao,
"2022-12-14,22:11:28",~~Wild~~,YOOOO,
"2022-12-14,21:52:20",~~Wild~~,https://cdn.discordapp.com/attachments/499886745916014593/1052323294390534184/its_a_cylinder.mp4,
"2022-12-14,20:49:41",big papa,Thanks friends,
"2022-12-14,20:49:38",big papa,Oki I’ll watch both,
"2022-12-14,20:49:27",KFC,orange it's shorter,
"2022-12-14,20:49:14",~~Wild~~,and cute,
"2022-12-14,20:49:06",~~Wild~~,it short,
"2022-12-14,20:49:01",~~Wild~~,kotaro lives alone,
"2022-12-14,20:48:52",big papa,Anyone have a anime I can binge,
"2022-12-13,22:03:36",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1052278002035216384/IMG_2918.png?width=810&height=811,
"2022-12-13,21:03:36",Hat Tipper Lady Acquirer,(Colonialism),
"2022-12-13,21:03:27",Hat Tipper Lady Acquirer,He owes me reparations so,
"2022-12-13,21:03:07",big papa,<@246124303643312138> please come,~~Wild~~#5104
"2022-12-13,21:01:24",Hat Tipper Lady Acquirer,I’ll probably make Robby go as reparations,
"2022-12-13,21:01:06",Hat Tipper Lady Acquirer,Maybe I’ll just wake up early and help you set up,
"2022-12-13,21:00:49",big papa,Thank u,
"2022-12-13,21:00:47",big papa,Bomb,
"2022-12-13,21:00:26",Hat Tipper Lady Acquirer,Prolly not the whole time but for a lot of it,
"2022-12-13,21:00:18",Hat Tipper Lady Acquirer,I probably will,
"2022-12-13,20:59:45",big papa,WHO coming to Los Feliz this weekend,
"2022-12-13,20:59:38",big papa,On another note,
"2022-12-13,20:57:26",~~Wild~~,yeah this is a jar moment,
"2022-12-13,20:56:36",~~Wild~~,they got punk'd too hard,
"2022-12-13,20:56:26",big papa,No info yet,Hat Tipper Lady Acquirer#1904
"2022-12-13,20:55:58",Hat Tipper Lady Acquirer,,jettaquino#4967、IsaacM#8081、Teela Pup#8038、~~Wild~~#5104、big papa#5892、aamindehkordi#1473、KFC#2019
"2022-12-13,20:55:53",Hat Tipper Lady Acquirer,How did they die,
"2022-12-13,20:50:23",jettaquino,WHAT,
"2022-12-13,20:48:44",big papa,Crazy,
"2022-12-13,20:48:25",big papa,Just UCI things,
"2022-12-13,20:21:47",aamindehkordi,That’s what I said,
"2022-12-13,19:59:03",Hat Tipper Lady Acquirer,https://tenor.com/view/psp1g-what-gif-23713811,
"2022-12-13,19:57:47",~~Wild~~,We watching Norwegian troll movie,
"2022-12-13,19:56:56",Hat Tipper Lady Acquirer,Why didn’t he just go with Ali,
"2022-12-13,19:56:33",~~Wild~~,From my house,
"2022-12-13,19:51:27",Hat Tipper Lady Acquirer,From school?,
"2022-12-13,19:48:29",aamindehkordi,On ur way here if Robbie’s not coming u should pick up Kyle,
"2022-12-13,19:28:53",Hat Tipper Lady Acquirer,Yeah actually,
"2022-12-13,19:26:27",aamindehkordi,Bussing it down ninja style,
"2022-12-13,19:19:17",Hat Tipper Lady Acquirer,Huge W,
"2022-12-13,19:19:14",Hat Tipper Lady Acquirer,And paid for dinner,
"2022-12-13,19:19:11",Hat Tipper Lady Acquirer,They got me a gift basket,
"2022-12-13,19:19:06",Hat Tipper Lady Acquirer,Damn bro,
"2022-12-13,18:49:51",jettaquino,Alright,
"2022-12-13,18:48:03",aamindehkordi,"Kyle is at Robbie’s, Nathan is at dinner w coworkers then coming my house with Kyle and Robby around 8 I think",
"2022-12-13,18:46:40",jettaquino,Isaac and I are in the lab if anyone wants to join,
"2022-12-13,11:11:17",~~Wild~~,Yeah,
"2022-12-13,11:10:46",jettaquino,Are we watching in unity center?,
"2022-12-12,22:22:39",Hat Tipper Lady Acquirer,Jemsus,
"2022-12-12,22:22:33",KFC,lets go,
"2022-12-12,22:22:16",big papa,I finally changed my fish shirt,
"2022-12-12,22:11:03",Hat Tipper Lady Acquirer,garf,
"2022-12-12,22:10:28",~~Wild~~,garf,
"2022-12-12,22:10:26",big papa,💀,
"2022-12-12,22:10:24",big papa,Setup,
"2022-12-12,21:54:05",big papa,I love it,
"2022-12-12,21:53:54",~~Wild~~,LMAO Im glad u like ur fish core,
"2022-12-12,21:42:31",big papa,It’s actually def in the rotation now,
"2022-12-12,21:42:21",big papa,I have yet to change out of this <@246124303643312138>,~~Wild~~#5104
"2022-12-12,18:12:16",~~Wild~~,we'll see when we take the iq test,KFC#2019
"2022-12-12,17:48:37",~~Wild~~,https://media.discordapp.net/attachments/456352116269907968/1051834613871419473/IMG_2408.png?width=810&height=795,
"2022-12-12,13:57:53",~~Wild~~,https://media.discordapp.net/attachments/929807268994744340/1000203922289479740/fuckmedaddyharderohyeailovecokcimsocissyfemboy.gif,
"2022-12-12,13:57:37",Hat Tipper Lady Acquirer,Except Robby (white + bozo),
"2022-12-12,13:57:23",aamindehkordi,Thank u kateeee I’m not at school but I will go now w snow,
"2022-12-12,13:50:46",~~Wild~~,"It's all good kate, I'm staying home for the day to study thx tho!",big papa#5892
"2022-12-12,13:23:25",IsaacM,Thank you Kate!!!,
"2022-12-12,13:15:25",jettaquino,You’re the best!,
"2022-12-12,13:15:21",jettaquino,Thanks babe!!,
"2022-12-12,13:15:04",big papa,WOOOOO,
"2022-12-12,13:15:01",big papa,Y’all will slay it,
"2022-12-12,13:14:56",big papa,Good luck guys 🥳🥳🙃🥳,
"2022-12-12,13:14:39",big papa,There’s enough for Brandon to have too,
"2022-12-12,13:14:31",big papa,Make sure find cat and let her pick one too,
"2022-12-12,13:14:22",big papa,I order finals boba for everyone ^,
"2022-12-12,13:14:11",big papa,Robby come back,
"2022-12-12,13:13:34",Hat Tipper Lady Acquirer,Except Robby (white + bozo),
"2022-12-12,13:13:02",jettaquino,Most of us I think,
"2022-12-12,13:11:16",big papa,Everyone at school?,
"2022-12-12,13:11:10",big papa,<@443274224505716741> <@853858084866621480> <@246124303643312138> <@429701532309520404> <@573586960938172466> <@564324586012016650> <@657834634205200395>,jettaquino#4967、IsaacM#8081、~~Wild~~#5104、Teela Pup#8038、aamindehkordi#1473、Hat Tipper Lady Acquirer#1904、KFC#2019
"2022-12-12,10:54:55",Hat Tipper Lady Acquirer,They’re cool!,
"2022-12-12,10:54:12",KFC,they're like harold and kumar,
"2022-12-12,10:53:31",big papa,How do y’all like Sahar and Peter,
"2022-12-12,10:53:16",big papa,So,
"2022-12-12,08:24:08",jettaquino,Bruh he’s still faded,
"2022-12-12,08:13:39",KFC,The zaza realm cant control me,
"2022-12-12,08:05:06",jettaquino,He’s alive,
"2022-12-11,14:27:34",aamindehkordi,The pink one is good too from stella rosa,
"2022-12-11,13:54:22",~~Wild~~,Snapchat really recommending the edp lens,
"2022-12-11,13:54:06",~~Wild~~,Bruh,
"2022-12-11,13:46:14",~~Wild~~,Ok,
"2022-12-11,13:45:49",big papa,This,
"2022-12-11,12:36:34",~~Wild~~,Aww hell yeah,
"2022-12-11,12:36:21",jettaquino,I got some shit tequila,
"2022-12-11,12:35:51",~~Wild~~,Also what kind of alcohol do people want,
"2022-12-11,12:33:58",~~Wild~~,Woman moment,
"2022-12-11,12:33:42",big papa,I wanna go,
"2022-12-11,12:33:39",big papa,Shopping,
"2022-12-11,12:15:50",KFC,k,
"2022-12-11,12:15:40",~~Wild~~,Like you do ur shopping and I'll do mine,
"2022-12-11,12:15:17",~~Wild~~,I actually have to do some shopping of my own so would it be easier to just meet up later,
"2022-12-11,12:12:16",~~Wild~~,Ok,
"2022-12-11,12:05:50",KFC,wake up <@246124303643312138>,~~Wild~~#5104
"2022-12-11,09:47:37",aamindehkordi,"Luke apparently got a date to go to the chess boxing thing, actual W rizz",
"2022-12-11,01:21:42",~~Wild~~,u hacked,
"2022-12-11,01:21:22",KFC,that's actually so sus,
"2022-12-11,01:21:04",~~Wild~~,WTF,
"2022-12-11,01:21:01",~~Wild~~,BRUH,
"2022-12-11,01:20:54",~~Wild~~,OHHHHHHHH,
"2022-12-11,01:20:06",~~Wild~~,hey at least its not factorio ok,
"2022-12-11,01:19:40",KFC,<@246124303643312138> My phone knows!,~~Wild~~#5104
"2022-12-10,23:58:56",aamindehkordi,I don’t think it goes much further than that,
"2022-12-10,23:58:26",aamindehkordi,Does she even need to say more,big papa#5892
"2022-12-10,23:58:06",aamindehkordi,I won’t lie this got me pretty close,big papa#5892
"2022-12-10,23:53:25",KFC,up to robert,
"2022-12-10,23:52:34",big papa,drunk?,
"2022-12-10,23:52:31",big papa,or,
"2022-12-10,23:52:27",big papa,zaza realm tomorrow?,
"2022-12-10,23:52:14",big papa,So,
"2022-12-10,23:47:36",big papa,boys look at ur boyfriend,
"2022-12-10,21:56:01",Hat Tipper Lady Acquirer,So not tonight,
"2022-12-10,21:55:56",Hat Tipper Lady Acquirer,I have church tomorrow,
"2022-12-10,21:54:03",KFC,Nathan movie at robby's? <@573586960938172466>,Hat Tipper Lady Acquirer#1904
"2022-12-10,21:18:43",Hat Tipper Lady Acquirer,What,
"2022-12-10,21:18:24",aamindehkordi,"I’m not horny, u r",
"2022-12-10,21:03:07",Hat Tipper Lady Acquirer,https://tenor.com/view/anakin-starwars-darthvader-gif-5533636,
"2022-12-10,21:02:35",KFC,https://tenor.com/view/star-wars-chosen-one-you-were-the-chosen-one-gif-7521423,
"2022-12-10,20:59:10",Hat Tipper Lady Acquirer,https://tenor.com/view/sidious-smile-evil-grin-gif-9517476,
"2022-12-10,20:58:48",~~Wild~~,Key his car,
"2022-12-10,20:53:18",Hat Tipper Lady Acquirer,"<@443274224505716741> just saw a BMW driver being a bozo, what do you have to say for y’all",jettaquino#4967
"2022-12-10,19:41:38",aamindehkordi,Hahahahaha,
"2022-12-10,19:41:15",Hat Tipper Lady Acquirer,I must be delivering to Moses ahhh mf’s the way I’m getting no tips tonight,
"2022-12-10,19:40:44",aamindehkordi,Amen,Hat Tipper Lady Acquirer#1904
"2022-12-10,19:17:34",KFC,plays bass and climbs. dropped out of cui,
"2022-12-10,19:17:06",Hat Tipper Lady Acquirer,Valid white girl,
"2022-12-10,19:16:03",KFC,ginger,
"2022-12-10,18:17:30",Hat Tipper Lady Acquirer,A girl named Emma Jones,
"2022-12-10,18:10:31",big papa,Who is this,aamindehkordi#1473
"2022-12-10,17:33:17",Hat Tipper Lady Acquirer,I’ll go with y’all next semester if y’all do go,
"2022-12-10,17:33:08",Hat Tipper Lady Acquirer,Big W tho,
"2022-12-10,17:33:06",Hat Tipper Lady Acquirer,TRUE,
"2022-12-10,17:32:50",aamindehkordi,Still friends yk,
"2022-12-10,17:18:43",Hat Tipper Lady Acquirer,Bruh that’s ya gurl,
"2022-12-10,17:18:08",aamindehkordi,Ur coming w,
"2022-12-10,17:18:05",aamindehkordi,Wdym bozo,
"2022-12-10,17:17:51",Hat Tipper Lady Acquirer,(You’re welcome),
"2022-12-10,17:17:37",Hat Tipper Lady Acquirer,And when you’re there don’t bitch and complain but rather make it fun and I promise you she’ll have a blast,
"2022-12-10,17:16:52",Hat Tipper Lady Acquirer,If you don’t take her you’re retarded,
"2022-12-10,17:16:41",Hat Tipper Lady Acquirer,It’s called Los Feliz flea market,
"2022-12-10,17:16:32",Hat Tipper Lady Acquirer,Just gonna help you out,
"2022-12-10,17:16:14",Hat Tipper Lady Acquirer,Emma time,
"2022-12-10,17:15:29",aamindehkordi,😎,
"2022-12-10,17:14:49",Hat Tipper Lady Acquirer,GOOOOOOOOOOOOOOO,
"2022-12-10,17:14:45",Hat Tipper Lady Acquirer,FUCKING,
"2022-12-10,17:14:41",Hat Tipper Lady Acquirer,LETS,
"2022-12-10,11:04:04",aamindehkordi,"Nope, I told Nathan many times tho <@429701532309520404>",KFC#2019
"2022-12-10,00:28:53",KFC,<@246124303643312138> https://www.instagram.com/reel/ClMX8TjpjKB/?igshid=YmMyMTA2M2Y=,~~Wild~~#5104
"2022-12-09,23:36:44",KFC,<@657834634205200395> did you turn in gpg?,aamindehkordi#1473
"2022-12-09,14:09:08",Hat Tipper Lady Acquirer,We in eagles,
"2022-12-09,14:05:14",jettaquino,im parked in grimm,
"2022-12-09,14:05:09",jettaquino,now,
"2022-12-09,13:59:32",KFC,marhalls when,
"2022-12-09,13:47:10",KFC,You have a chance to see mega cope,
"2022-12-09,13:46:53",KFC,<@443274224505716741> <@853858084866621480> coming to unity room?,IsaacM#8081、jettaquino#4967
"2022-12-09,12:40:37",big papa,This ref acting like Argentina bought him out damn,
"2022-12-09,12:35:49",KFC,"i remember them giving me a warning about a comment but i posted it anyway because the only bad word i used was ""bozo""",
"2022-12-09,12:35:14",KFC,i dont know,
"2022-12-09,12:19:32",IsaacM,What ru even doing on Insta that got you banned?,
"2022-12-09,12:17:12",KFC,i think i got banned on instagram lmao,
"2022-12-08,19:34:50",Hat Tipper Lady Acquirer,Lab night?,
"2022-12-08,17:43:22",jettaquino,We have ur gift here,
"2022-12-08,17:43:19",jettaquino,Ur good bruh,
"2022-12-08,17:39:35",~~Wild~~,I feel like such a dumbass. I want to cry,
"2022-12-08,17:14:22",KFC,<@443274224505716741> ali is bricked up,jettaquino#4967
"2022-12-08,17:13:56",Hat Tipper Lady Acquirer,Bruh,
"2022-12-08,17:13:46",Hat Tipper Lady Acquirer,Hurry up,
"2022-12-08,17:13:35",~~Wild~~,I'll be right back,
"2022-12-08,08:25:22",KFC,you guys are welcome to help me and robby out in the lab btw,
"2022-12-07,22:17:02",aamindehkordi,Amen 🙏,
"2022-12-07,22:16:49",KFC,You already reached it. You and your singular braincell iranian ass,
"2022-12-07,22:16:25",aamindehkordi,I’m telling u we r close to a singularity,
"2022-12-07,22:15:40",aamindehkordi,L bozo use ur phone,
"2022-12-07,22:15:30",~~Wild~~,why did you attach the smallest fucking image ever i cant read this shit,
"2022-12-07,22:15:27",aamindehkordi,Even the comments bro,
"2022-12-07,22:14:57",aamindehkordi,This is insane tho,
"2022-12-07,22:14:49",aamindehkordi,I love oysters ngl,
"2022-12-07,22:12:42",big papa,They r so good,Hat Tipper Lady Acquirer#1904
"2022-12-07,22:12:35",big papa,Close,
"2022-12-07,22:12:33",big papa,Jk not to that extent but uh,
"2022-12-07,22:12:12",big papa,Jett and I have recreated that scene irl circa 2021,~~Wild~~#5104
"2022-12-07,22:11:29",Hat Tipper Lady Acquirer,Who eats oysters they’re like the little cum dumpsters of the sea,
"2022-12-07,22:11:24",~~Wild~~,just watched the vomit episode of chainsaw man. u got me feeling kinda hungry ngl,
"2022-12-07,22:10:40",big papa,Fml,
"2022-12-07,22:10:35",big papa,Then I vomit and diarrhea,
"2022-12-07,22:10:18",big papa,I ate oysters for dinner,
"2022-12-07,22:10:11",big papa,Guys,
"2022-12-07,14:09:32",Hat Tipper Lady Acquirer,Shims 😳,
"2022-12-07,14:09:17",KFC,literally the only photo i took lmao,
"2022-12-07,14:08:36",Hat Tipper Lady Acquirer,@everyone that is not Ali drop pics of the concert,
"2022-12-07,11:09:23",aamindehkordi,Also I guessss happy bitter Robby too,
"2022-12-07,11:08:47",aamindehkordi,https://youtu.be/-zedT9YjHTI,
"2022-12-07,11:08:44",aamindehkordi,This is me rn,
"2022-12-07,11:08:41",aamindehkordi,Sorry I’m late but happy birthdayyyyyy kateee,
"2022-12-07,11:08:25",~~Wild~~,Jett is fuckin foul,
"2022-12-07,11:08:16",~~Wild~~,No u dont,
"2022-12-07,10:38:34",big papa,***boyfriend and boyfriend’s boyfriends,
"2022-12-07,10:38:10",big papa,<@443274224505716741> <@573586960938172466> <@429701532309520404> <@246124303643312138> thank u boyfriend and sons 😎,~~Wild~~#5104、Hat Tipper Lady Acquirer#1904、KFC#2019、jettaquino#4967
"2022-12-07,10:37:47",big papa,I wanna see Jett’s,
"2022-12-07,10:37:44",big papa,LOLLLLLLLLL,Hat Tipper Lady Acquirer#1904
"2022-12-07,10:35:38",~~Wild~~,Happy birthgay,
"2022-12-07,10:35:28",KFC,Happy birthday Kate,
"2022-12-07,10:35:02",Hat Tipper Lady Acquirer,Happy birthday Kate!!!!!,
"2022-12-07,09:55:58",jettaquino,So proud of you!!!,
"2022-12-07,09:55:54",jettaquino,Amazing babe!!!,big papa#5892
"2022-12-07,09:47:00",Hat Tipper Lady Acquirer,(The last one),
"2022-12-07,09:44:46",Hat Tipper Lady Acquirer,Kyles got a new quote,
"2022-12-07,09:34:23",KFC,you dont need to be able to do pullups. Ali and Robby probably couldn't do one with a jumping start.,
"2022-12-07,09:32:45",big papa,💀,
"2022-12-07,09:32:42",big papa,after 8859205992 years,
"2022-12-07,09:32:31",big papa,I got my first pull up today 🤧,
"2022-12-07,09:32:22",big papa,Guys I might be able to be a better climber soon !,
"2022-12-06,21:47:50",aamindehkordi,So? <@573586960938172466>,Hat Tipper Lady Acquirer#1904
"2022-12-06,21:06:06",KFC,if you are can you bring some of my stuff,
"2022-12-06,20:57:50",Hat Tipper Lady Acquirer,Fuck wait I don’t have my computer with me,
"2022-12-06,20:52:51",KFC,are you coming,
"2022-12-06,20:52:47",KFC,not yet. eating,
"2022-12-06,20:44:02",Hat Tipper Lady Acquirer,Y’all at your house?,
"2022-12-06,20:31:39",aamindehkordi,That’s literally north lmao,
"2022-12-06,20:15:09",Hat Tipper Lady Acquirer,Facts,
"2022-12-06,20:14:46",~~Wild~~,ali wtf manm,
"2022-12-06,20:14:36",Hat Tipper Lady Acquirer,Bruh.,
"2022-12-06,18:41:00",~~Wild~~,Ohio birthday presents hit diff,
"2022-12-06,18:40:18",jettaquino,Here,
"2022-12-06,18:28:53",jettaquino,Yeah,
"2022-12-06,18:28:09",aamindehkordi,Did u get ur pass for the other one?,
"2022-12-06,18:27:59",aamindehkordi,Bet,
"2022-12-06,18:27:55",jettaquino,Alright I’ll head over,
"2022-12-06,18:27:35",KFC,not alicia park way 💀,
"2022-12-06,18:27:25",jettaquino,Bruh,
"2022-12-06,18:27:22",KFC,we are the crown valley one,
"2022-12-06,18:27:10",aamindehkordi,I honestly don’t know how since I airdropped it to u,
"2022-12-06,18:26:56",aamindehkordi,I think ur at the wrong one lmao,
"2022-12-06,18:24:07",jettaquino,Where r u,
"2022-12-06,18:22:31",jettaquino,I’m inside,
"2022-12-06,18:21:58",jettaquino,Yeah,
"2022-12-06,18:21:51",aamindehkordi,R u here,
"2022-12-06,18:21:17",aamindehkordi,Ohhhhh,
"2022-12-06,18:21:08",jettaquino,Yeah I did but I don’t think it comes with guests,
"2022-12-06,18:20:55",aamindehkordi,Wya,
"2022-12-06,18:20:11",aamindehkordi,I thought u got the free pass lol,
"2022-12-06,18:18:16",jettaquino,You didn’t get the free one?,
"2022-12-06,18:18:12",jettaquino,Bruh I don’t have a pass 😂,
"2022-12-06,18:17:44",aamindehkordi,Come check us in,
"2022-12-06,18:17:41",aamindehkordi,We’re inside,
"2022-12-06,18:15:06",jettaquino,Where u guys at,
"2022-12-06,17:37:19",KFC,yeah so what you're describing is bozo behavior,
"2022-12-06,17:36:39",KFC,when does it close?,
"2022-12-06,17:35:19",~~Wild~~,Idk after I shower and at least get started on my essay,
"2022-12-06,17:34:42",KFC,when are u coming to dorm,
"2022-12-06,17:33:53",~~Wild~~,Yes,
"2022-12-06,17:33:36",KFC,exactly,
"2022-12-06,17:33:31",~~Wild~~,We need to do project,
"2022-12-06,17:33:24",~~Wild~~,Brother,
"2022-12-06,17:33:11",KFC,do not be a bozo,
"2022-12-06,17:30:01",~~Wild~~,I just have way too much homework and my mom wants to do a birthday dinner or something,
"2022-12-06,17:29:40",~~Wild~~,I'll be honest I don't know if I can do YMCA tonight,
"2022-12-06,17:18:21",KFC,heading to dorm,
"2022-12-06,17:16:03",jettaquino,Where are you guys,
"2022-12-06,17:05:14",KFC,clash royale laugh <@246124303643312138>,~~Wild~~#5104
"2022-12-06,14:42:14",~~Wild~~,Thanks mom,big papa#5892
"2022-12-06,13:35:08",KFC,You got an hour to celebrate before you have to start working on oop,
"2022-12-06,13:34:39",KFC,Happy birthday Goobert,
"2022-12-06,13:32:42",big papa,Anticipate it !,
"2022-12-06,13:32:39",Hat Tipper Lady Acquirer,For your birthday Kyle is gonna gift you his effort on yalls project,
"2022-12-06,13:32:37",big papa,I hope u have a great day today !!! I don’t have ur present yet 🤭 but I have it planned,
"2022-12-06,13:32:27",Hat Tipper Lady Acquirer,Happy birthday boobert,
"2022-12-06,13:32:15",big papa,I had it on my calendar hehe,
"2022-12-06,13:32:05",big papa,<@246124303643312138> happy birthday robby !!!!!,~~Wild~~#5104
"2022-12-06,13:28:20",jettaquino,NOOOOOOOOOO,
"2022-12-06,13:15:37",big papa,Insta knows what I want,
"2022-12-06,13:15:30",big papa,So tempting omg,
"2022-12-06,12:56:07",big papa,was she not black,
"2022-12-06,12:56:03",big papa,the black one,
"2022-12-06,12:55:59",big papa,am I on crack,
"2022-12-06,12:55:55",big papa,what do u mean,
"2022-12-06,12:55:52",big papa,wait,~~Wild~~#5104
"2022-12-06,12:35:53",jettaquino,Wtf I did the smiley face thing and it defaulted to that,
"2022-12-06,12:34:37",jettaquino,Loved seeing your face in the crowd babe 🙂,
"2022-12-06,12:31:47",Hat Tipper Lady Acquirer,Yes,
"2022-12-06,12:27:55",~~Wild~~,"What do you mean by ""the black one"" hmmmmmm?",
"2022-12-06,12:27:25",big papa,💀,
"2022-12-06,12:27:21",big papa,Hey that was a genuine question,
"2022-12-06,12:27:03",KFC,,
"2022-12-06,12:26:17",big papa,The black one,
"2022-12-06,12:26:10",Hat Tipper Lady Acquirer,The soloist was so good,
"2022-12-06,12:26:06",Hat Tipper Lady Acquirer,And that r&b one,
"2022-12-06,12:25:58",Hat Tipper Lady Acquirer,My fav was the dancing one,
"2022-12-06,12:25:53",Hat Tipper Lady Acquirer,That one was good,
"2022-12-06,12:25:47",big papa,I liked the first song I think?,
"2022-12-06,12:25:36",Hat Tipper Lady Acquirer,Me either Bruh,big papa#5892
"2022-12-06,12:25:30",Hat Tipper Lady Acquirer,Lmao I was vibin up there,
"2022-12-06,12:25:24",big papa,Bells went too long and a lot of times I couldn’t tell if it just sounded like that or if they were fucking it up,
"2022-12-06,12:25:02",big papa,Didn’t like that,
"2022-12-06,12:24:59",big papa,One voice two voice three voice,
"2022-12-06,12:24:52",big papa,The one that was like,
"2022-12-06,12:24:48",big papa,I just remember what I didnt like,
"2022-12-06,12:24:40",big papa,I dont remember specifically what I liked a lot,
"2022-12-06,12:24:16",big papa,I liked ones without solos and duets n stuff,
"2022-12-06,12:23:37",big papa,<@573586960938172466> Jett’s family loved ur dance moves,Hat Tipper Lady Acquirer#1904
"2022-12-06,12:23:33",Hat Tipper Lady Acquirer,From what you remember,
"2022-12-06,12:23:27",Hat Tipper Lady Acquirer,What was your fav song,
"2022-12-06,12:23:25",big papa,It was great,
"2022-12-06,12:23:22",big papa,anyways y’all slayed,
"2022-12-06,12:23:18",big papa,Them bells bruh,
"2022-12-06,12:23:14",big papa,All the parts that were putting me to sleep was when y’all weren’t doing ur thing lol,
"2022-12-06,12:23:00",big papa,It was real good,
"2022-12-06,12:22:57",big papa,<@246124303643312138> <@573586960938172466> <@429701532309520404> <@657834634205200395> <@246124303643312138> <@564324586012016650> good job on the Christmas concert 🥳🥳🥳,~~Wild~~#5104、aamindehkordi#1473、Teela Pup#8038、Hat Tipper Lady Acquirer#1904、KFC#2019
"2022-12-06,12:22:28",big papa,Anyways,
"2022-12-06,12:20:29",big papa,And he just got so mad at me for bringing that up,
"2022-12-06,12:20:19",big papa,And how at least it’s not like when Brazil was 4-0 with korea,
"2022-12-06,12:19:59",big papa,Was watching the game rn and I made a joke about Portugal leading 3-0 rn,
